ep,reward,entropy,entropy_weight
112000,0.265610087189677,0.047619720000000025,0.05940835017386826
112500,0.265610087189677,0.04801747600000001,0.06071811012115334
113000,0.26574493885284745,0.047620315000000024,0.06202455526992681
113500,0.26574493885284745,0.04701085999999998,0.06334446217261265
114000,0.26574493885284745,0.047389889999999976,0.06465824207283552
114500,0.26574493885284745,0.047297932000000036,0.06596857895694665
115000,0.26574493885284745,0.04715748000000002,0.0672757374665885
115500,0.2656775130212622,0.045972656,0.06860745293546441
116000,0.2658123646844328,0.04566232999999998,0.06996050158116943
116500,0.26574493885284745,0.046927157999999976,0.0713001184974981
117000,0.26574493885284745,0.046542845999999985,0.0726308787263183
117500,0.26587979051601807,0.04511338000000003,0.07398075284894552
118000,0.2659472163476033,0.044289785999999984,0.07537083880409604
118500,0.2660146421791886,0.04373339200000001,0.07678187446046615
119000,0.2660146421791886,0.043193877000000006,0.07819565130539231
119500,0.2660146421791886,0.04374007500000002,0.07960779922150073
120000,0.2660146421791886,0.042606317000000005,0.08103005885418493
120500,0.2660146421791886,0.041487418,0.08247866875838486
121000,0.2660146421791886,0.041174583000000015,0.0839502005568892
121500,0.2660146421791886,0.04125012499999997,0.08541996534328923
122000,0.2660146421791886,0.04108717700000003,0.08688981875006123
122500,0.2660146421791886,0.040685706000000016,0.0883631568563359
123000,0.2660146421791886,0.04039244,0.089849435311109
123500,0.2660146421791886,0.04023900299999999,0.09134085851080734
124000,0.2661494938423591,0.03977407,0.09284397160310312
124500,0.2661494938423591,0.039431736,0.09435988055087637
125000,0.2661494938423591,0.038799617,0.09587712505862132
125500,0.2661494938423591,0.03948175999999999,0.09740020354792497
126000,0.2660146421791886,0.040703791999999996,0.0988945531691616
126500,0.2660146421791886,0.04105584999999999,0.10037476298205614
127000,0.2660146421791886,0.041643098,0.10183096994284606
127500,0.2661494938423591,0.040277876000000004,0.10330188283763882
128000,0.2661494938423591,0.040098444000000004,0.10480217460274739
128500,0.2661494938423591,0.03971095399999999,0.10630772530317353
129000,0.2661494938423591,0.04006535999999999,0.10781232504781375
129500,0.2661494938423591,0.03948112600000001,0.1093165559026604
130000,0.2661494938423591,0.03920039999999998,0.11083075490437519
130500,0.2661494938423591,0.03943817700000001,0.11234907229479488
131000,0.2661494938423591,0.039736416000000004,0.11385615837957788
131500,0.2661494938423591,0.03954024200000001,0.11535653790190896
132000,0.2661494938423591,0.039144225,0.11687513651151275
132500,0.2661494938423591,0.039142873000000016,0.11839384780332511
133000,0.2661494938423591,0.03889396400000002,0.11991973532840668
133500,0.2661494938423591,0.037999380000000006,0.12145913990896247
134000,0.2661494938423591,0.038320039999999986,0.12300685101553846
134500,0.2661494938423591,0.038480569999999985,0.12455067671902531
135000,0.26621691967394434,0.037727483000000006,0.12609384053491104
135500,0.2692005644824556,0.037318416,0.1276527601060652
136000,0.2692005644824556,0.036530588,0.12923548984520214
136500,0.2692005644824556,0.036965450000000004,0.13081537679873453
137000,0.2692005644824556,0.036598388,0.13240001503109994
137500,0.2692005644824556,0.036677565,0.1339871798574185
138000,0.2692005644824556,0.035931070000000016,0.13558005533080605
138500,0.2693354161456261,0.03532702999999998,0.13718707984492248
139000,0.26940284197721137,0.03490428299999998,0.13880730082441178
139500,0.2693354161456261,0.03553934400000001,0.14042774627927784
140000,0.2692005644824556,0.03587241000000002,0.14203534610021945
140500,0.2693354161456261,0.03517905600000001,0.14364283373534767
141000,0.2694702678087966,0.03418031,0.14527152227658863
141500,0.2694702678087966,0.034295462000000006,0.14691303421624077
142000,0.2694702678087966,0.03398163600000001,0.148564264661559
142500,0.2694702678087966,0.03387494399999998,0.15021708176110074
143000,0.2694702678087966,0.033368133,0.1518742290861172
143500,0.2694702678087966,0.03301000600000001,0.1535485676602658
144000,0.2695376936403819,0.032606783999999986,0.15523213966556018
144500,0.2695376936403819,0.03250245999999998,0.15692161467198398
145000,0.2695376936403819,0.03259944,0.15860660363689216
145500,0.2695376936403819,0.03159555000000001,0.1603007929691312
146000,0.2695376936403819,0.031834632,0.16200958716694366
146500,0.2695376936403819,0.03181977600000001,0.16371437024634433
147000,0.2695376936403819,0.03102239199999999,0.16542676235178563
147500,0.2695376936403819,0.03164208699999999,0.16713967685114695
148000,0.2694702678087966,0.03249529400000001,0.16884297551747493
148500,0.2695376936403819,0.03213533399999999,0.1705339730435245
149000,0.2694702678087966,0.03226905699999999,0.17223070306193167
149500,0.2695376936403819,0.03147196,0.17393343644134776
150000,0.26976993817139777,0.03147284000000001,0.17564139243021695
150500,0.26976993817139777,0.030921742000000002,0.17736227628422951
151000,0.26976993817139777,0.030620184,0.1790941131978488
151500,0.269837364002983,0.030292954000000018,0.18083518457619532
152000,0.2699047898345683,0.02945036300000001,0.1825873501338253
152500,0.2699047898345683,0.02950940699999998,0.18434940114730974
153000,0.2699047898345683,0.028973074999999994,0.18611611669521796
153500,0.2699047898345683,0.028675191000000013,0.1878952088286357
154000,0.2699047898345683,0.028867484999999988,0.1896775072005766
154500,0.2699047898345683,0.029215198,0.1914523282298073
155000,0.2699047898345683,0.028774925,0.19322788300115626
155500,0.2699047898345683,0.028825695000000016,0.19500978919157758
156000,0.2699047898345683,0.028919318999999975,0.19679205763062455
156500,0.269837364002983,0.02985406700000001,0.19855033697413274
157000,0.2699047898345683,0.029746446999999992,0.2003089652725679
157500,0.2699047898345683,0.028911250000000003,0.20207450830761317
158000,0.2699047898345683,0.028831702,0.20385333464426922
158500,0.2699047898345683,0.027909755999999987,0.20564469475133304
159000,0.2699047898345683,0.027593707999999988,0.207454946271721
159500,0.2699047898345683,0.02814628399999999,0.20925942558536276
160000,0.2699047898345683,0.027620135000000004,0.2110582918031325
160500,0.2699047898345683,0.027674896999999997,0.21286367993114527
161000,0.2699047898345683,0.02738331800000001,0.21467403372621188
161500,0.2699722156661536,0.02670657400000001,0.21649777869137035
162000,0.2699722156661536,0.026500270000000024,0.21833420492542946
162500,0.2699722156661536,0.02610286499999998,0.22018170367155282
163000,0.2699047898345683,0.026683387999999978,0.22202118914203792
163500,0.2699047898345683,0.02674713499999998,0.22385300788406348
164000,0.2699047898345683,0.02677114299999999,0.2256841480678139
164500,0.2699047898345683,0.026973786000000024,0.22751300730632656
165000,0.2699047898345683,0.026659323000000016,0.2293357624000125
165500,0.2699722156661536,0.026365666,0.23117476066334156
166000,0.2699722156661536,0.026017466999999992,0.233018828294817
166500,0.2699722156661536,0.02582831099999999,0.23487029300091752
167000,0.2699722156661536,0.025198644,0.2367305623783911
167500,0.2699722156661536,0.024706182999999986,0.23860849281858607
168000,0.2699722156661536,0.025042977000000004,0.24048698050456088
168500,0.2699722156661536,0.024847174000000003,0.2423630135392024
169000,0.2699722156661536,0.024661819999999994,0.2442451401338168
169500,0.2699722156661536,0.025056973000000014,0.24612193891733886
170000,0.2699722156661536,0.025177659999999998,0.24799279007848335
170500,0.2699722156661536,0.024773635000000016,0.24986746839854854
171000,0.2699722156661536,0.02532869399999998,0.2517417930534295
171500,0.2699722156661536,0.025203845999999978,0.253612063635345
172000,,,0.25548554033257026
172500,,,0.25736268229784426
